_id,username,year,month,income.Salary,income.Part-time,income.Allowance,income.Petty cash,income.Other,income.Rental Income,expenses.Utilities,expenses.Groceries,expenses.Gift,expenses.Beauty,expenses.Education,expenses.Social Life,comments[0],comments[1],comments[2],comments[3],comments[4],comments[5],comments[6],comments[7],comments[8],comments[9],comments[10],comments[11],comments[12],comments[13],comments[14],comments[15],comments[16],comments[17],comments[18],comments[19],comments[20],comments[21],comments[22],comments[23],comments[24],comments[25],comments[26],comments[27],comments[28],comments[29],comments[30],comments[31],comments[32],comments[33],comments[34],comments[35],comments[36],comments[37],comments[38],comments[39],comments[40],comments[41],comments[42],comments[43],comments[44],comments[45],comments[46],comments[47],comments[48],comments[49],comments[50],comments[51],comments[52],comments[53],comments[54],comments[55],comments[56],comments[57],comments[58],comments[59],comments[60],comments[61],comments[62],comments[63],comments[64],comments[65],comments[66],comments[67],comments[68],comments[69],comments[70],comments[71],comments[72],comments[73],comments[74],comments[75],comments[76],comments[77],comments[78],comments[79],comments[80],comments[81],comments[82],comments[83],comments[84],comments[85],comments[86],comments[87],comments[88],comments[89],comments[90],comments[91],expenses.Transportation,expenses.Apparel,expenses.Rent,expenses.Household,expenses.Food,expenses.Car,expenses.Self-development,expenses.Other,expenses.Movie,key,income.Object,income[0],income[1],income[2],income[3],income[4],income[5],comment,income.Part-Time,comments,income.Pocket Money,income.Other Income,expenses.Trip,expenses.Transport,expenses.Other Expenses,income.Trading,expenses.Parties,income.,expenses.,expenses.Gifts,expenses.Grocery,expenses.Credit-card,expenses.Travel,expenses.Shopping
655154a8bd35660230582756,foxjeffrey,2016,July,,1066.38,,3402.7,4764.89,3375.27,,,,,471.69,,Seat like ahead true.,While sister mention personal director explain.,Medical enter mission stop.,Shake finish million she allow toward loss.,Front there local left fill.,Far say example.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502.24,3730.38,,,,,4570.71,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582762,foxjeffrey,2017,July,59.79,2709.17,,1780.14,737.7,,,,,,319.44,1143.35,Performance collection religious.,Real affect manage prevent whole indeed type.,Congress buy participant community care apply that.,Me candidate director thank hundred themselves door.,Door catch choice develop technology share staff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.14,,791.58,4130.57,1068.86,1985.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058276d,foxjeffrey,2018,January,303.41,,3028.25,2276.75,54.89,2936.61,,1846.69,2770.83,,,277.99,New attorney interview next mind expect manager street.,Report else land small situation trade herself.,Environmental would hour despite.,Short early would could city.,Only about floor week glass avoid.,Street same do national include try fish.,Your hit candidate draw.,Hair act agreement right support idea.,Value how have new set anything everybody ready.,Work plan military sometimes someone hot score.,Art beyond crime lawyer debate finally.,But building some make be security.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.06,,,,4329.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b7,angeladennis,2017,October,2236.83,821.13,,,4129.72,3516.28,,2879.35,,932.9,,,Its news again dream probably.,Reason computer project investment pay we.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.95,,,,,1495.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c1,angeladennis,2018,May,3448.12,3450.05,,1134.54,2066.98,932.46,,,,,,,Eye top over today.,Past sign American seek more.,Within whole operation.,Hotel include perform case difficult find run state.,Sort ahead others.,Religious defense environment every.,Ahead matter past several public candidate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.95,2432.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c6,angeladennis,2019,August,,,435.35,2696.4,4061.61,2392.17,,,901.46,,,,Center theory throughout property idea authority piece customer.,Last field citizen threat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382.8,,628.75,,2531.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c7,angeladennis,2019,December,2155.6,631.01,1699.5,,2258.04,,1897.87,,,,3714.88,,Side scene Mrs camera full test practice themselves.,Care society help rich mother respond become.,Side different common base probably law off.,Difference even movie draw small turn serve.,Box dark action matter experience your.,Woman new wrong require have break.,Model buy player when account improve.,Table age try realize value knowledge ten beautiful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262.96,,,,,4154.87,1383.11,3348.96,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c9,angeladennis,2019,January,,,1461.41,3477.39,,732.37,,3492.91,3997.52,1566.85,,,Lay discover general behavior almost reality professional.,Exist expect accept bad agency day medical often.,About term fear hundred evidence campaign.,Rest check thank bank happen lay my traditional.,Data level employee necessary.,Father police understand subject light.,Professional radio exactly break.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4622.6,262.09,,,1418.93,,368.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825d9,angeladennis,2020,May,,2936.42,,,360.99,,,3903.47,2456.44,,,,Standard tree pattern four only skin name.,Describe station run personal.,Receive natural throw choose cut use drop.,This four see forget speak become together.,Step cultural bit ever although outside.,Experience however coach employee.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3790.46,,,,2100.2,1772.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825df,angeladennis,2021,December,1971.17,,3933.26,,,2176.46,,,,513.81,,,Type evening wish lose southern.,Task gun it.,Language letter movie process air.,Discuss front week level will hope light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.64,,,2930.92,,3571.31,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825e3,angeladennis,2021,June,2479.41,,4124.17,,3389.58,,,,570.54,,1672.3,,Director a performance drug care number get surface.,Medical her service office music finish.,A yet Mrs.,System note reason area.,Will must main science involve happy yet.,Understand say old industry happy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.67,318.92,,,2729.67,4758.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825ee,angeladennis,2022,July,1789.48,,,2042.18,4082.89,3086.08,3557.26,,,,,,Lay drop nature wind identify.,Contain bit the computer.,Television computer future it choice.,Everything like discussion edge Mr seven economic.,Section you herself relate thing.,Bring opportunity program available bad rich eye.,Deal painting experience far take particularly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.9,162.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825f9,angeladennis,2023,January,1364.94,238.19,,4593.85,1208.49,4444.69,,451.87,,,438.73,1468.46,Although past herself believe amount month member.,Require fact attack feel.,Cause vote discuss training school until ago.,Focus suffer significant phone outside than.,Represent herself fine wish.,Lead night suddenly stay key black.,Well I kitchen position speak body.,Always question environment discussion machine.,With item skill yes window capital.,Choice modern scene chair.,Act power movie by future.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797.34,1837.83,,3954.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582603,darlenebrown,2015,December,677.82,4836.36,2211.67,3190.16,837.36,,,3046.29,,,262.76,,Carry sort series another serious yourself.,Section fear view ask state song last.,Foot one any give art nearly.,Start but among true weight film senior middle.,Left within box outside.,Not we early bar.,Think whatever institution face town.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4926.36,1550.18,4183.46,,,562.71,3959.69,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582608,darlenebrown,2015,March,1573.12,1401.92,4351.31,2378.4,,,1282.79,,3734.38,,3588.84,,Others actually democratic until surface authority laugh.,Help now whether better inside up she.,Feel rather often feel.,Term fund whose decision boy.,Benefit development western author idea candidate.,Teacher explain friend station.,End decade course Mr occur.,Service public relationship PM.,Actually their young question.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784.76,3301.12,,,,3632.39,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582618,darlenebrown,2016,September,3199.79,2644.5,4551.97,4242.31,3953.77,1983.72,591,3410.22,1525.39,,,1071.31,Message health never because fall spring discussion.,Set network contain too could site break.,Control bag security generation stay gas.,Suggest book all arrive follow.,Character catch cup quality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4706.77,,,,,2307.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058261f,darlenebrown,2017,June,1404.65,1525.66,1742.61,1999.36,4111.63,,3192.72,1807.25,,1252.69,,,Air grow democratic box.,Believe quite expect audience newspaper.,Nearly whether program agreement rock.,Machine always carry become well include friend.,Behind scientist create carry through set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058262b,darlenebrown,2018,June,1145.5,,2788.31,3263.57,,,1480.43,,3567.65,4335.65,,,Chance either win easy seven.,Let test school almost require list else.,Agreement guy out none participant.,Media husband star detail air unit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582635,darlenebrown,2019,January,,,3124.29,2373.15,292.09,2679.42,2891.88,1122,2630.43,,2467.55,2710.39,Everybody very fly somebody simple wish they let.,Network serve worry discussion organization system shoulder Congress.,Among activity PM international tend.,Including heavy market determine likely when.,Option game respond become west discuss.,Tax term plant little best past city.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.73,4519.92,1803.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582636,darlenebrown,2019,July,4284.13,1883.93,,,4308.79,,,,2518.27,,,,Pay network late wind.,Teach of red throughout student.,Difference water place experience raise miss.,Walk view only quite claim public.,Skin sell indeed plant red a.,Until pick similar population although can capital fight.,Almost including discussion test.,Four security feeling serious.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.28,1263.24,,,2155.08,4969.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582637,darlenebrown,2019,June,4589.9,,,1415.99,622,417.08,,3802.38,,,,,Soldier any street.,Anything before song chair.,Or place around white can.,Yes letter often alone them adult skin.,Buy trade southern design son Republican right.,One since water thought media coach tonight.,Reflect door particularly travel feeling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273.02,,570.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582641,darlenebrown,2020,January,,1098.32,1621.39,,,479.48,,327.36,,,,,Outside our tree treat foreign happy.,Six difference bank fast style room lot southern.,North into democratic general century street.,Address other feel describe type born upon.,Agree stock assume same truth especially establish.,Artist pull bar party.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.63,4491.63,4424.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582647,darlenebrown,2020,October,3848.12,2301.59,725.69,2103.66,,,,,1471.51,1683.58,,,Within race stock beyond through market woman write.,Structure out spend late.,Put PM record that.,Very nation work person.,Through attention though born.,Conference black scientist town.,Arm character structure.,Them me indeed water near age both method.,Manager consider ground clearly couple.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.21,2325.99,712.17,,,,4022.35,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582648,darlenebrown,2020,September,3546.33,1034.83,1851.18,,,,,,680.58,,,1740.14,Training tell take Republican.,Today fight trip own soon local test rock.,Strong between help point.,Fill glass lawyer list sound stay if.,Team song fire.,Now possible understand again special trouble charge.,Radio mouth debate word board.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.61,,,,415.64,2344.82,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582650,darlenebrown,2021,March,4427.58,,,3079.31,,2664.36,,,4456.71,,617.08,3992.3,Less pass window example sense be.,Car officer up simply hope husband.,Receive religious last clear theory.,Subject event close college call.,Skill morning middle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.58,4909.06,,,1412.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582658,darlenebrown,2022,February,967.42,4544.88,4270.36,,41.01,3474.74,,3312.18,,1610.58,,,Avoid several whom range.,Somebody else read pay resource stock child bill.,American central us same lead.,Skin recognize ability onto movie draw line.,Finally here environmental together would base drop outside.,Though bring which than degree reveal.,Report seem require begin responsibility provide I hit.,Onto movie lay parent.,Travel eight bed money officer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472.82,2743.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058265f,darlenebrown,2022,October,2083.51,456.41,4163.3,441.07,540.4,2876.71,579.04,,1844.76,1147.08,,1760.47,Single relationship off wall expect fly production.,Situation investment spend show apply only into.,Nor response street deal area indicate.,Tree which those exist.,Science dinner about better street.,Arm realize stage couple most.,Expert many child seem drive current loss station.,Energy success probably tell minute quality.,Later within far.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111.14,,,372.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582676,doughertyjennifer,2015,November,316.29,1772.08,4266.07,1962.13,1452.32,380.46,,259.51,,,,4049.81,Yeah hope door black list much student.,Short fall these interest wish.,Next early difficult front.,Take position where great.,Less want measure describe among light everything look.,Push against include magazine.,Various once so sometimes international pick.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.14,3569.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582687,doughertyjennifer,2017,December,4253.51,794.5,1942.43,,1899.21,3686.52,4730.98,,750.04,,,,Remain ability some hear including father name.,As continue difficult end.,Light radio rate within.,Member kitchen own sing grow agency which piece.,Deep daughter on myself couple news both time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.7,,945.92,4348.15,2780.29,3477.59,,2412.92,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582688,doughertyjennifer,2017,February,1303.53,,,3139.72,2117.61,4443.46,2566.18,2630,3363.92,,,,Exist up sometimes return popular character.,Magazine keep coach Republican free.,Player paper discuss late adult support partner.,Security dog hour weight card year away.,For art water skill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539.84,,69.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826a2,doughertyjennifer,2019,July,843.68,3690.24,,,,4079.99,4956.69,,,,,,Four box marriage evidence audience citizen interview.,Pm company treatment son issue teacher.,Car reflect century recognize cut interesting wonder.,Season maybe soldier sit again senior catch.,Prepare group attorney majority.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.21,4259,3737.02,,,4088.5,4277.22,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826a7,doughertyjennifer,2019,October,,1982.86,1345.67,2312.69,1506.47,,,,3970.72,,4640.89,,Attorney court write court call group century.,Owner seven spend describe today.,See newspaper receive occur it few out.,Response bag language herself of.,Gas necessary new everything author ago.,If major five rock without.,When type parent computer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863.87,,,1840.67,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826a8,doughertyjennifer,2019,September,3678.51,4878.54,1375.28,,1492.71,4755.2,3009.42,,,,,,Wind news them Congress.,Step leader to will give.,Same open daughter here agreement.,Chance somebody owner day office image bed artist.,My allow much.,Base blood admit send score feeling night.,Study debate reason realize.,Run alone loss four establish treatment money.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760.8,3855.25,,980.97,691.46,3508.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826c1,doughertyjennifer,2022,April,944.53,,,2029.98,,3082.25,,,,,3879.49,3731.59,Place hope program edge then stuff particularly.,Source another leg fill personal.,Coach four social experience laugh.,Control price along either describe.,American close write shoulder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826c5,doughertyjennifer,2022,January,3867.76,2374.06,2018.38,4737.19,3393.28,,,,,,,,Determine behavior police year.,Determine station job never.,Follow street second product cup friend outside age.,Election down section buy.,Everybody table away.,Teach begin keep already.,Million itself pull summer American respond.,Process she summer word nice member.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3643.38,2455.57,834.64,2919.3,977.61,,2175.5,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826e0,ellenhunter,2015,March,4733.37,4530.24,4480.95,873.56,4326.01,1243.06,3301.97,2923.03,,,,,Hair loss husband figure.,Speech same wall think bill attorney large.,Quality several myself feel identify attention.,Push strategy continue somebody step.,Me set him worry that person nor card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.18,,,,4750.72,,,1781.03,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826e6,ellenhunter,2016,August,,1795.62,,501.8,871.82,4281.62,3888.17,,2497.46,,,,Radio value name article several practice.,Film why must institution pattern feel fight.,Whatever role institution visit move benefit.,Bank line allow history arm strategy experience break.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.1,,,1748.77,1949.08,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826e7,ellenhunter,2016,December,848.37,,,1511.61,2403.63,2139.7,4746.22,,,,4376.32,4038.89,Low speech performance hard.,Threat national economic production well value within.,Author start evening ground environment.,Clear action economic beat study somebody company doctor.,Possible season direction break social weight official try.,Enjoy section much community interest management there leg.,Five available family huge decide century yet.,West project mind food quickly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3817.83,,,710.74,586.26,3016.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826e8,ellenhunter,2016,February,1377.61,4833.15,,4135.33,1570.88,,,,1532.61,,,,Apply box agreement ahead.,Write will bank on laugh own.,Small night cold still.,Though next increase.,Anyone none her whatever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2771.88,,378.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305826fd,ellenhunter,2018,April,3731.42,,,,,,,1511.87,3223.54,4619.41,,,Late hear friend.,Born vote perform at final research.,Effort identify specific official near either financial.,Citizen term actually to wife film open.,Best government attention address image class their.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.3,2035.03,2355.36,3796.19,,590.1,3969.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058270a,ellenhunter,2019,August,45.33,,1893.65,,2148.86,990.68,,,,,180.11,4212.53,Water figure long could despite.,Lose speak ago truth exist result.,Free light leg time mention.,Agency both opportunity long position nor population.,Majority Mrs after quickly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.74,4183.93,,,,4938.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582717,ellenhunter,2020,December,,1810.69,,,4250.32,,,,,,316.11,346.21,Environmental number floor affect somebody cost.,Until office himself.,Bill different hotel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512.99,,3941.15,,,888.73,351.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058271b,ellenhunter,2020,June,2419.08,931.42,1570.59,1548.53,2456.12,,,,,,,4811.16,Feel fact nearly.,Fine north conference might the heart expect already.,Agreement necessary throw.,Recent citizen notice drive.,Take production always.,Never cultural never dark experience walk.,Like contain create.,Specific allow teacher beyond walk benefit plant.,True offer seat hold plant west.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3235.58,,1192.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058271f,ellenhunter,2020,October,,,1471.82,1727.01,3669.08,558.34,,,255.08,4698.69,,4816.05,Health leg conference whom charge.,Significant I and with.,Majority significant manager despite Democrat watch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.89,,,,,,307.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582728,ellenhunter,2021,March,,,806.55,3277.7,2935.51,,,,2035.73,,1465.19,1856.01,Plan similar reflect whose everybody mean three campaign.,Dog information his building.,Record could budget time prepare.,Artist animal line firm recognize again game.,Field better we public boy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.18,,,,4365.01,,,1245.81,,,,,,,,,,,,,,,,,,,,,,,,,,
